title,score,month,year,ranking,revenue,runtime,vote_count
For Your Consideration,5.9,11,2006,2870,5542025,86,43
Celebrity,6,9,1998,2871,0,113,111
Running with Scissors,5.8,10,2006,2872,6754898,116,78
From Justin to Kelly,3,6,2003,2873,4922166,90,23
Girl 6,5.7,3,1996,2874,4939939,108,16
In the Cut,4.6,9,2003,2875,23,119,89
Two Lovers,6.6,11,2008,2876,3148182,110,154
Last Orders,6,9,2001,2877,0,109,22
The Host,6.7,7,2006,2878,88489643,119,537
The Pursuit of D.B. Cooper,6.8,11,1981,2879,0,100,4
Ravenous,6.9,3,1999,2880,0,100,141
Charlie Bartlett,6.5,2,2008,2881,0,97,225
The Great Beauty,7.3,5,2013,2882,8371085,142,720
The Dangerous Lives of Altar Boys,6.4,6,2002,2883,0,104,53
Stoker,6.5,2,2013,2884,12077441,99,882
2046,6.9,5,2004,2885,19271312,129,206
Married Life,6.1,9,2007,2886,0,90,38
Duma,6.9,4,2005,2887,0,100,41
Ondine,6.5,9,2009,2888,1644755,111,84
Brother,6.8,9,2e3,2889,1525e4,114,107
Welcome to Collinwood,6.2,5,2002,2890,0,86,50
Critical Care,6.1,10,1997,2891,0,107,9
The Life Before Her Eyes,6.1,9,2007,2892,0,90,88
Darling Companion,5.3,4,2012,2893,0,103,22
Trade,6.8,1,2007,2894,0,120,67
Fateless,6.5,2,2005,2895,0,140,28
Breakfast of Champions,5.2,2,1999,2896,0,110,28
"A Woman, a Gun and a Noodle Shop",4.8,12,2009,2897,0,95,13
Cypher,6.7,10,2002,2898,0,95,192
City of Life and Death,7.6,4,2009,2899,10652498,132,55
Legend of a Rabbit,3,1,2011,2900,257e4,89,3
Space Battleship Yamato,6.3,12,2010,2901,11212294,131,59
5 Days of War,5.8,4,2011,2902,17479,113,62
Triangle,6.9,10,2009,2903,0,99,612
10 Days in a Madhouse,4.3,11,2015,2904,0,111,5
Heaven is for Real,6,4,2014,2905,101332962,99,229
Snatch,7.7,9,2e3,2906,83557872,103,2912
Dancin' It's On,4.3,10,2015,2907,0,89,2
Pet Sematary,6.4,4,1989,2908,57469467,103,407
Madadayo,7.5,4,1993,2909,0,134,20
The Cry of the Owl,5.5,2,2009,2910,0,101,29
A Tale of Three Cities,6.3,8,2015,2911,0,130,5
Gremlins,6.9,6,1984,2912,153083102,106,1596
Star Wars,8.1,5,1977,2913,775398007,121,6624
Dirty Grandpa,5.7,1,2016,2914,94073028,102,1406
Doctor Zhivago,7.4,12,1965,2915,111858363,197,247
Trash,7.1,10,2014,2916,0,112,242
High School Musical 3: Senior Year,6.2,10,2008,2917,0,116,821
The Fighter,7.2,12,2010,2918,93617009,116,1486
Jackass Number Two,6.4,9,2006,2919,72778712,95,298
My Cousin Vinny,7.3,3,1992,2920,64088552,120,384
If I Stay,7.3,8,2014,2921,78874843,106,1368
Drive Hard,3.9,5,2014,2922,0,96,74
Major League,6.6,2,1989,2923,49797148,107,217
St. Trinian's,5.6,12,2007,2924,0,101,142
Phone Booth,6.7,9,2002,2925,97837138,81,1062
A Walk to Remember,7.5,1,2002,2926,41227069,101,1018
Dead Man Walking,7.3,12,1995,2927,39363635,122,337
Cruel Intentions,6.6,3,1999,2928,75902208,97,827
Saw VI,6,10,2009,2929,68233629,90,722
History of the World: Part I,6.5,6,1981,2930,31672907,92,204
The Secret Life of Bees,7.4,9,2008,2931,38105395,114,158
Corky Romano,4.1,10,2001,2932,23978402,86,54
Raising Cain,5.9,8,1992,2933,37170057,91,65
F.I.S.T.,6.4,4,1978,2934,11,145,29
Invaders from Mars,5.5,1,1986,2935,4884663,100,57
Brooklyn,7.2,10,2015,2936,62076141,111,1213
Barry Lyndon,7.7,12,1975,2937,2e7,184,505
Out Cold,5.8,11,2001,2938,14782676,89,53
The Ladies Man,5.7,10,2e3,2939,137e5,84,34
Quartet,6.3,9,2012,2940,59520298,98,139
Tomcats,4.9,3,2001,2941,23430766,95,74
Frailty,7,11,2001,2942,13110448,100,334
Woman in Gold,7.3,4,2015,2943,61619773,120,440
Kinsey,6.6,9,2004,2944,0,118,131
Army of Darkness,7.3,10,1992,2945,0,81,838
Slackers,5.4,2,2002,2946,6413915,86,60
What's Eating Gilbert Grape,7.5,12,1993,2947,3e7,118,919
The Visual Bible: The Gospel of John,8.2,9,2003,2948,4069090,125,12
Vera Drake,6.8,10,2004,2949,0,125,80
The Guru,5.1,8,2002,2950,0,91,75
The Perez Family,6.6,5,1995,2951,2832826,113,9
Inside Llewyn Davis,7.2,10,2013,2952,32935319,105,834
O,5.8,8,2001,2953,16017403,95,75
Return to the Blue Lagoon,5.1,8,1991,2954,2807854,98,153
The Molly Maguires,5.9,1,1970,2955,22e5,124,16
Romance & Cigarettes,6,9,2005,2956,2945242,105,33
Copying Beethoven,6.2,9,2006,2957,0,104,42
Brighton Rock,5.6,9,2010,2958,0,111,35
Saw V,5.9,10,2008,2959,113857533,92,820
Machine Gun McCain,7.3,4,1969,2960,0,116,6
LOL,5.9,2,2012,2961,0,97,881
Jindabyne,5.7,7,2006,2962,0,123,25
Kabhi Alvida Naa Kehna,6.1,8,2006,2963,17e6,193,42
An Ideal Husband,6.3,4,1999,2964,18535191,97,46
The Last Days on Mars,5.2,8,2013,2965,0,98,302
Darkness,5.6,10,2002,2966,0,102,112
2001: A Space Odyssey,7.9,4,1968,2967,687e5,149,2998
E.T. the Extra-Terrestrial,7.3,4,1982,2968,792910554,115,3269
In the Land of Women,5.8,4,2007,2969,175e5,97,160
The Blue Butterfly,6.8,2,2004,2970,0,97,6
There Goes My Baby,8.5,9,1994,2971,123509,99,2
Housefull,5.2,4,2010,2972,0,135,29
September Dawn,5,5,2007,2973,0,110,16
For Greater Glory - The True Story of Cristiada,6.4,6,2012,2974,9622846,145,35
The Bélier Family,7,12,2014,2975,0,105,766
Good Will Hunting,7.9,12,1997,2976,225933435,126,2811
Misconduct,5.3,2,2016,2977,0,106,149
Saw III,6.1,10,2006,2978,163876815,108,1071
Stripes,6.5,6,1981,2979,853e5,106,249
Bring It On,5.8,8,2e3,2980,90449929,98,568
The Purge: Election Year,6.1,6,2016,2981,118587880,105,1306
She's All That,5.7,1,1999,2982,103166989,95,418
Saw IV,5.9,10,2007,2983,139352633,93,903
White Noise,5.6,1,2005,2984,91196419,101,261
Madea's Family Reunion,6,2,2006,2985,57231524,110,77
The Color of Money,6.7,10,1986,2986,52293982,119,291
The Longest Day,7.2,9,1962,2987,501e5,178,234
The Mighty Ducks,6.4,10,1992,2988,50752337,101,198
The Grudge,5.8,10,2004,2989,183474602,92,865
Happy Gilmore,6.5,2,1996,2990,41205099,92,755
Jeepers Creepers,6.1,7,2001,2991,59217789,90,720
Bill & Ted's Excellent Adventure,6.7,2,1989,2992,40485039,90,454
Oliver!,7,9,1968,2993,37402877,153,103
The Best Exotic Marigold Hotel,6.9,11,2011,2994,136836156,124,459
Recess: School's Out,6.6,1,2001,2995,44460850,83,67
Mad Max Beyond Thunderdome,5.9,6,1985,2996,36230219,107,748
Commando,6.4,10,1985,2997,575e5,90,742
The Boy,5.8,1,2016,2998,64188367,97,1102
Devil,5.8,1,2010,2999,33583175,80,816
Friday After Next,6,11,2002,3000,33526835,85,100
Insidious: Chapter 3,6.2,6,2015,3001,104303851,97,983
The Last Dragon,6.4,3,1985,3002,25754284,108,69
The Lawnmower Man,5.4,3,1992,3003,32101e3,108,197
Nick and Norah's Infinite Playlist,6.4,10,2008,3004,32973937,89,379
Dogma,6.8,11,1999,3005,30652890,130,823
The Banger Sisters,5.5,9,2002,3006,0,98,62
Twilight Zone: The Movie,6.2,6,1983,3007,29450919,101,161
Road House,6.3,5,1989,3008,30050028,114,252
A Low Down Dirty Shame,6,11,1994,3009,29392418,100,31
Swimfan,5,9,2002,3010,34411240,84,70
Employee of the Month,5.3,10,2006,3011,38368909,103,153
Can't Hardly Wait,6.1,6,1998,3012,25605015,100,122
The Outsiders,6.9,3,1983,3013,33697647,91,291
Pete's Dragon,6.2,8,2016,3014,143695338,102,679
The Dead Zone,6.9,10,1983,3015,20766616,103,311
Sinister 2,5.4,8,2015,3016,52882018,97,581
Sparkle,5.8,8,2012,3017,24637469,116,36
Valentine,5,2,2001,3018,0,96,114
The Fourth Kind,5.8,11,2009,3019,42333295,98,441
A Prairie Home Companion,6.4,6,2006,3020,0,105,81
Sugar Hill,5.2,2,1994,3021,0,123,13
Invasion U.S.A.,5.3,9,1985,3022,0,107,49
Roll Bounce,6.1,9,2005,3023,0,112,27
Rushmore,7.5,9,1998,3024,17096053,93,676
Skyline,4.7,11,2010,3025,66821036,100,507
The Second Best Exotic Marigold Hotel,6.3,2,2015,3026,85978266,122,272
Kit Kittredge: An American Girl,6.4,7,2008,3027,0,101,34
The Perfect Man,5.5,6,2005,3028,0,100,203
Mo' Better Blues,6.3,8,1990,3029,16153593,129,47
Kung Pow: Enter the Fist,6.1,1,2002,3030,0,81,159
Tremors,6.6,1,1990,3031,48572e3,96,864
Wrong Turn,6,5,2003,3032,28650575,84,635
The Long Riders,6.6,5,1980,3033,15795189,99,50
The Corruptor,6,3,1999,3034,15156200,110,57
Mud,7,5,2013,3035,21587700,130,1068
Reno 911!: Miami,5.6,2,2007,3036,20342161,84,72
One Direction: This Is Us,8,8,2013,3037,0,92,201
"The Goods: Live Hard, Sell Hard",5.4,8,2009,3038,0,90,58
Hey Arnold! The Movie,5.6,6,2002,3039,0,76,62
My Week with Marilyn,6.6,10,2011,3040,35057696,99,406
The Matador,6.2,5,2005,3041,17297244,96,136
Love Jones,8.1,3,1997,3042,0,104,12
The Gift,6.7,7,2015,3043,58978653,108,1049
End of the Spear,6.1,12,2005,3044,0,108,15
Get Over It,5.5,3,2001,3045,0,87,75
Office Space,7.4,2,1999,3046,12827813,89,1050
Drop Dead Gorgeous,6.4,7,1999,3047,10571408,98,86
Big Eyes,6.8,12,2014,3048,28883511,105,1196
Very Bad Things,6.2,9,1998,3049,9898412,100,179
Sleepover,5.3,7,2004,3050,0,89,101
Body Double,6.4,10,1984,3051,8801940,114,137
MacGruber,5.1,5,2010,3052,611e4,90,179
Dirty Pretty Things,6.8,9,2002,3053,0,97,131
Movie 43,4.4,1,2013,3054,32438988,90,797
Over Her Dead Body,5.3,2,2008,3055,0,95,145
Seeking a Friend for the End of the World,6.3,6,2012,3056,9636289,101,700
Cedar Rapids,5.9,2,2011,3057,6861102,87,135
American History X,8.2,10,1998,3058,23875127,119,3016
The Collection,5.9,9,2012,3059,6842058,94,289
Teacher's Pet,5.5,1,2004,3060,0,74,2
The Red Violin,7.3,9,1998,3061,9495408,131,99
The Straight Story,7.7,10,1999,3062,0,112,306
Deuces Wild,5.5,5,2002,3063,0,96,34
Bad Words,6.4,9,2013,3064,78e5,88,334
"Run, Fatboy, Run",6.2,9,2007,3065,33e6,100,238
Heartbeeps,3.8,12,1981,3066,2154696,79,6
Black or White,6.5,9,2014,3067,21571189,121,115
On the Line,4.1,10,2001,3068,0,85,10
Rescue Dawn,6.9,9,2006,3069,7177143,126,336
Danny Collins,6.6,3,2015,3070,10835752,107,183
"Jeff, Who Lives at Home",6.1,9,2011,3071,4417580,83,217
I Am Love,6.9,9,2009,3072,0,120,73
Atlas Shrugged Part II,5.4,10,2012,3073,0,112,41
Romeo Is Bleeding,5.7,9,1993,3074,3275585,100,36
The Limey,6.6,5,1999,3075,3193102,89,105
Crash,7.2,1,2004,3076,98410061,112,1149
The House of Mirth,6.4,9,2e3,3077,5164404,140,25
Malone,6.8,5,1987,3078,0,92,15
Peaceful Warrior,7.3,3,2006,3079,0,120,90
Bucky Larson: Born to Be a Star,4.4,9,2011,3080,0,97,51
Bamboozled,6.3,10,2e3,3081,0,135,24
The Forest,4.8,1,2016,3082,40055439,95,448
Sphinx,6,2,1981,3083,439564,118,2
While We're Young,5.8,4,2015,3084,7587485,97,383
A Better Life,7,6,2011,3085,1759252,98,54
Spider,6.4,12,2002,3086,0,98,168
Gun Shy,5.4,2,2e3,3087,1631839,101,24
Nicholas Nickleby,6.8,12,2002,3088,0,132,49
The Iceman,6.4,9,2012,3089,1969193,105,365
Krrish,5.5,6,2006,3090,0,154,46
Cecil B. Demented,6.2,5,2e3,3091,0,87,51
Killer Joe,6.5,9,2011,3092,3665069,102,425
The Joneses,6.1,9,2009,3093,7022728,96,210
Owning Mahowny,6.8,5,2003,3094,0,104,37
The Brothers Solomon,4.9,9,2007,3095,0,93,46
My Blueberry Nights,6,5,2007,3096,21786738,111,190
Illuminata,6.3,5,1998,3097,0,119,7
Swept Away,4.8,10,2002,3098,598645,89,50
"War, Inc.",5.6,4,2008,3099,1296184,106,86
Shaolin Soccer,6.6,7,2001,3100,42776760,113,491
The Brown Bunny,5.5,8,2004,3101,0,93,62
The Swindle,6.4,10,1997,3102,0,105,5
Rosewater,6.5,11,2014,3103,0,103,98
The Chambermaid on the Titanic,5.3,10,1997,3104,0,100,3
Coriolanus,5.9,2,2011,3105,1072602,123,131
Imaginary Heroes,6.3,9,2004,3106,0,111,29
High Heels and Low Lifes,6.4,7,2001,3107,0,86,12
World's Greatest Dad,6.5,8,2009,3108,295750,99,177
Severance,6.4,5,2006,3109,0,96,169
Edmond,6,8,2005,3110,0,82,50
Welcome to the Rileys,6.4,10,2010,3111,42145,110,139
Police Academy: Mission to Moscow,4.1,6,1994,3112,126247,83,178
Blood Done Sign My Name,6,2,2010,3113,0,0,5
Cinco de Mayo: La Batalla,5.8,5,2013,3114,0,125,14
Elsa & Fred,6.2,3,2014,3115,0,104,31
"An Alan Smithee Film: Burn, Hollywood, Burn",3,2,1998,3116,45779,86,9
The Open Road,4.8,2,2009,3117,0,90,19
The Good Guy,5.4,4,2009,3118,0,90,59
Motherhood,4.7,1,2009,3119,0,90,44
Free Style,5.8,12,2008,3120,140987,94,4
Strangerland,5.1,7,2015,3121,17472,111,83
Janky Promoters,7,10,2009,3122,9069,85,5
Blonde Ambition,3.9,12,2007,3123,0,93,29
The Oxford Murders,5.7,1,2008,3124,0,107,188
The Reef,5.4,5,2010,3125,0,94,130
Eulogy,6.4,10,2004,3126,0,91,34
White Noise 2: The Light,5.6,1,2007,3127,0,99,80
Beat the World,4.3,6,2011,3128,0,91,16
Fifty Dead Men Walking,6.1,9,2008,3129,0,117,35
Jungle Shuffle,6.5,8,2014,3130,0,85,1
Adam Resurrected,6.4,8,2008,3131,0,106,22
Of Horses and Men,6.9,8,2013,3132,11,85,26
It's a Wonderful Afterlife,4.3,5,2010,3133,0,99,9
The Devil's Tomb,4,5,2009,3134,0,90,53
Partition,6.4,2,2007,3135,0,116,6
Good Intentions,5,3,2010,3136,0,85,6
"The Good, The Bad, The Weird",7.1,7,2008,3137,0,130,193
Nurse 3-D,4.9,9,2013,3138,1e7,99,119
Gunless,6.7,4,2010,3139,0,89,27
Adventureland,6.4,4,2009,3140,17164377,107,737
The Lost City,6,9,2005,3141,4386236,144,24
Next Friday,6.4,1,2e3,3142,59827328,98,135
American Heist,4.3,9,2014,3143,0,94,158
You Only Live Twice,6.5,6,1967,3144,111584787,117,531
Plastic,6.1,4,2014,3145,0,102,86
Amour,7.5,7,2012,3146,19839492,127,400
Poltergeist III,4.5,6,1988,3147,14144e3,98,123
Re-Kill,4.9,10,2015,3148,0,87,34
"It's a Mad, Mad, Mad, Mad World",7,11,1963,3149,6e7,163,140
Volver,7.3,3,2006,3150,85582407,121,406
Heavy Metal,6.2,8,1981,3151,0,90,148
Gentlemen Broncos,6.2,9,2009,3152,0,89,51
Richard III,6.9,12,1995,3153,0,104,49
Into the Grizzly Maze,5.1,2,2015,3154,0,94,74
Kites,6,5,2010,3155,0,131,40
Melancholia,7,5,2011,3156,21817298,136,885
Red Dog,7.1,8,2011,3157,0,92,83
Jab Tak Hai Jaan,7.3,11,2012,3158,0,176,66
Alien,7.9,5,1979,3159,104931801,117,4470
The Texas Chain Saw Massacre,7.2,10,1974,3160,30859e3,83,590
The Runaways,6.3,3,2010,3161,2995811,106,254
Fiddler on the Roof,7.4,11,1971,3162,83304330,181,134
Thunderball,6.5,12,1965,3163,141195658,130,562
Detention,5.7,3,2011,3164,0,93,129
Loose Cannons,7,2,2010,3165,8220215,110,118
Set It Off,6.9,11,1996,3166,41590886,118,66
The Best Man,6.8,10,1999,3167,34573780,120,38
Child's Play,6.3,11,1988,3168,44196684,87,581
Sicko,7.3,5,2007,3169,24538513,123,235
The Purge: Anarchy,6.6,7,2014,3170,108782847,104,1954
Down to You,4.9,1,2e3,3171,0,91,70
Harold & Kumar Go to White Castle,6.6,5,2004,3172,23936908,88,693
The Contender,6.7,10,2e3,3173,0,126,60
Boiler Room,6.5,2,2e3,3174,28780255,118,201
Trading Places,7.1,6,1983,3175,904e5,116,738
Black Christmas,4.8,12,2006,3176,21510851,84,119
Breakin' All the Rules,5.8,5,2004,3177,0,85,21
Henry V,7.4,10,1989,3178,0,137,71
The Savages,6.8,1,2007,3179,0,114,110
Chasing Papi,6.3,4,2003,3180,6126237,80,16
The Way of the Gun,6.4,9,2e3,3181,19125401,119,100
Igby Goes Down,6.5,9,2002,3182,4777465,97,95
PCU,6,4,1994,3183,4350774,79,41
The Ultimate Gift,6.8,10,2006,3184,0,114,78
The Ice Pirates,5.7,3,1984,3185,0,91,49
Gracie,6,6,2007,3186,2955039,97,17
Trust the Man,5.5,9,2005,3187,0,103,29
Hamlet 2,6.1,1,2008,3188,0,92,56
Velvet Goldmine,6.9,10,1998,3189,1053788,119,116
The Wailing,7.2,5,2016,3190,0,156,250
Glee: The Concert Movie,6.8,8,2011,3191,18663238,84,79
The Legend of Suriyothai,5.1,8,2001,3192,0,185,6
Two Evil Eyes,6,1,1990,3193,0,120,35
Barbecue,5.8,4,2014,3194,14348529,98,214
All or Nothing,7,5,2002,3195,0,128,33
Princess Kaiulani,4.8,5,2010,3196,771499,130,14
Opal Dream,6.1,11,2006,3197,140666,86,7
Flame & Citron,6.8,3,2008,3198,0,130,68
Undiscovered,4.5,8,2005,3199,1046166,97,12
Red Riding: In the Year of Our Lord 1974,7,2,2009,3200,0,102,54
The Girl on the Train,5.6,3,2009,3201,0,105,10
Veronika Decides to Die,5.8,5,2009,3202,0,103,75
Crocodile Dundee,6.3,9,1986,3203,328203506,97,503
"Ultramarines: A Warhammer 40,000 Movie",5.2,12,2010,3204,0,76,27
The I Inside,5.9,1,2004,3205,0,90,62
Beneath Hill 60,7.3,4,2010,3206,0,122,40
Polisse,7.9,10,2011,3207,20374201,127,285
Awake,6.3,11,2007,3208,14373825,84,395
Star Wars: Clone Wars: Volume 1,8,3,2005,3209,0,69,27
Skin Trade,5.6,11,2014,3210,0,96,61
The Lost Boys,6.8,7,1987,3211,32222567,97,538
Crazy Heart,6.8,12,2009,3212,39462438,112,274
The Rose,6.8,11,1979,3213,29174648,125,28
Baggage Claim,5.6,9,2013,3214,22456509,96,85
Barbarella,5.7,10,1968,3215,25e5,98,146
Shipwrecked,6.1,10,1990,3216,0,92,14
Election,6.7,4,1999,3217,0,99,270
The Namesake,6.8,9,2006,3218,20138836,122,50
The DUFF,6.8,2,2015,3219,43528634,100,1322
Glitter,3.4,9,2001,3220,5271666,104,38
The Haunting in Connecticut 2: Ghosts of Georgia,5.6,2,2013,3221,0,101,175
Silmido,6.6,12,2003,3222,0,135,28
Bright Star,6.8,11,2009,3223,4440055,119,107
My Name Is Khan,7.7,2,2010,3224,42345360,145,232
All Is Lost,6.6,10,2013,3225,6108720,106,671
Limbo,7,6,1999,3226,1997807,126,17
Namastey London,6.6,3,2007,3227,0,128,29
The Wind That Shakes the Barley,7.1,5,2006,3228,22889018,124,154
Yeh Jawaani Hai Deewani,7.2,5,2013,3229,46e6,159,79
Quo Vadis,7,11,1951,3230,3e7,171,63
Repo! The Genetic Opera,6.7,7,2008,3231,188126,98,100
Valley of the Wolves: Iraq,4.3,2,2006,3232,0,122,7
Pulp Fiction,8.3,10,1994,3233,213928762,154,8428
The Muppet Movie,7,5,1979,3234,76657e3,97,164
Nightcrawler,7.6,10,2014,3235,38697217,117,3395
Club Dread,5.1,2,2004,3236,5001655,104,107
The Sound of Music,7.4,3,1965,3237,286214286,174,941
Splash,6.1,3,1984,3238,69821334,111,321
Little Miss Sunshine,7.5,7,2006,3239,100523181,102,1686
Stand by Me,7.8,8,1986,3240,52287414,89,1522
28 Days Later,7.1,10,2002,3241,82719885,113,1777
You Got Served,4.8,1,2004,3242,0,95,75
Escape from Alcatraz,7.2,6,1979,3243,43e6,111,561
Brown Sugar,7,10,2002,3244,27362712,109,31
A Thin Line Between Love and Hate,5.7,4,1996,3245,0,108,15
50/50,7,9,2011,3246,39187783,100,1261
Shutter,5.3,3,2008,3247,0,85,180
That Awkward Moment,6.1,1,2014,3248,26049082,94,1004
Modern Problems,5.6,12,1981,3249,0,89,23
Kicks,7.5,9,2016,3250,0,80,18
Much Ado About Nothing,7.2,5,1993,3251,0,111,189
On Her Majesty's Secret Service,6.5,12,1969,3252,81974493,142,456
New Nightmare,6.4,10,1994,3253,18090181,112,291
Drive Me Crazy,5.8,10,1999,3254,22593409,91,62
Akeelah and the Bee,6.7,4,2006,3255,18948425,112,81
Half Baked,6.4,1,1998,3256,17460020,82,177
New in Town,5.2,1,2009,3257,29010817,97,99
American Psycho,7.3,4,2e3,3258,34266564,102,2066
The Good Girl,6.1,1,2002,3259,16856124,93,181
Bon Cop Bad Cop,6.5,7,2006,3260,12671300,116,42
The Boondock Saints II: All Saints Day,5.9,11,2009,3261,10629321,118,261
The City of Your Final Destination,5.7,3,2009,3262,0,114,9
Enough Said,6.6,9,2013,3263,25288872,93,348
Easy A,6.7,9,2010,3264,74952305,92,2210
The Inkwell,3.9,4,1994,3265,8880705,110,5
Shadow of the Vampire,6.6,5,2e3,3266,8279017,92,148
Prom,5.7,4,2011,3267,1013e4,104,134
The Pallbearer,4.6,5,1996,3268,0,97,30
Held Up,4.9,10,1999,3269,0,89,11
Woman on Top,5.5,9,2e3,3270,0,92,46
Howards End,6.9,3,1992,3271,25966555,140,95
Anomalisa,7,12,2015,3272,5659286,90,459
Another Year,7,11,2010,3273,18124262,129,97
8 Women,6.9,1,2002,3274,0,111,196
Showdown in Little Tokyo,5.7,8,1991,3275,2275557,79,95
Clay Pigeons,6.3,9,1998,3276,0,104,39
It's Kind of a Funny Story,6.9,7,2010,3277,6491240,101,672
Made in Dagenham,6.6,9,2010,3278,0,113,94
When Did You Last See Your Father?,6.9,10,2007,3279,92,92,13
Prefontaine,6.7,1,1997,3280,589304,106,21
The Wicked Lady,4.3,4,1983,3281,0,98,4
The Secret of Kells,7.3,2,2009,3282,0,75,181
Begin Again,7.3,9,2013,3283,63464861,104,1254
Down in the Valley,5.9,5,2005,3284,852872,112,63
Brooklyn Rules,5.8,4,2007,3285,458232,99,18
Restless,4.9,12,2012,3286,0,180,8
The Singing Detective,5.9,10,2003,3287,0,109,41
The Land Girls,7,9,1998,3288,0,111,3
Fido,6.6,9,2006,3289,426224,91,135
The Wendell Baker Story,5.2,8,2005,3290,0,99,16
Wild Target,6.4,6,2010,3291,3453043,98,215
Pathology,5.6,4,2008,3292,0,95,144
Wuthering Heights,6.9,1,2009,3293,0,142,37
10th & Wolf,6.3,2,2006,3294,143451,107,24
Dear Wendy,5.6,1,2005,3295,0,105,33
Aloft,5.1,2,2014,3296,53086,112,41
Akira,7.8,7,1988,3297,553171,124,773
The Death and Life of Bobby Z,5.8,7,2007,3298,413454,97,103
The Rocket: The Legend of Rocket Richard,6.1,10,2005,3299,2019009,124,17
Swelter,4.6,4,2014,3300,0,96,21
My Lucky Star,4.3,9,2013,3301,0,114,8
Imagine Me & You,7,2,2005,3302,2455831,93,177
Mr. Church,7,9,2016,3303,0,104,129
Swimming Pool,6.4,5,2003,3304,22441323,102,153
Green Street Hooligans: Underground,5.4,1,2013,3305,0,90,33
The Blood of Heroes,5.9,10,1989,3306,882290,100,31
Code of Honor,4.1,5,2016,3307,0,106,16
Driving Miss Daisy,7,12,1989,3308,145793296,99,350
Soul Food,6.6,9,1997,3309,0,114,19
Rumble in the Bronx,6.5,1,1995,3310,32392047,91,240
Far from Men,6.6,8,2014,3311,0,110,43
Thank You for Smoking,7.1,9,2005,3312,24793509,92,664
Hostel: Part II,5.6,6,2007,3313,35619521,93,453
An Education,6.8,10,2009,3314,26096852,100,409
Shopgirl,5.7,10,2005,3315,11588205,104,75
The Hotel New Hampshire,5.8,3,1984,3316,0,109,26
Narc,6.8,1,2002,3317,12633747,105,142
Men with Brooms,4.5,9,2002,3318,4245870,102,7
Witless Protection,4,2,2008,3319,0,97,26
The Work and the Glory,6.1,11,2004,3320,3347647,110,7
Extract,5.7,9,2009,3321,10848783,92,192
Masked and Anonymous,5.2,8,2003,3322,0,112,13
Betty Fisher and Other Stories,7,9,2001,3323,0,103,3
Code 46,6.2,9,2003,3324,0,92,116
Outside Bet,5.8,4,2012,3325,0,101,2
Albert Nobbs,6.2,12,2011,3326,5634828,113,132
Black November,6.4,12,2012,3327,0,95,4
Ta Ra Rum Pum,6,4,2007,3328,0,156,13
Persepolis,7.7,5,2007,3329,0,95,450
The Hole,5.6,9,2009,3330,0,92,244
The Wave,7.5,3,2008,3331,19e6,107,841
The Neon Demon,6.4,6,2016,3332,1333124,117,887
Harry Brown,6.7,11,2009,3333,10329747,103,348
The Omega Code,4.4,10,1999,3334,24e5,100,17
Juno,7,12,2007,3335,231411584,96,2244
Pound of Flesh,5.5,5,2015,3336,0,104,63
Diamonds Are Forever,6.3,12,1971,3337,116019547,120,553
The Godfather,8.4,3,1972,3338,245066411,175,5893
Flashdance,6.1,4,1983,3339,92921203,95,302
(500) Days of Summer,7.2,7,2009,3340,60722734,95,2904
The Piano,7.1,5,1993,3341,1167e5,121,281
Magic Mike,6.1,6,2012,3342,167221571,110,1040
Darkness Falls,4.9,1,2003,3343,0,86,161
Live and Let Die,6.4,7,1973,3344,161777836,121,533
My Dog Skip,6.5,1,2e3,3345,0,95,69
"Definitely, Maybe",6.7,2,2008,3346,55447968,112,620
Jumping the Broom,6,5,2011,3347,37710610,112,56
"Good Night, and Good Luck.",6.8,9,2005,3348,546e5,93,273
Capote,6.8,9,2005,3349,49084830,114,384
Desperado,6.8,8,1995,3350,25405445,104,881
Logan's Run,6.6,6,1976,3351,25e6,119,269
The Man with the Golden Gun,6.3,12,1974,3352,97572e3,125,524
Action Jackson,4.9,2,1988,3353,20256975,96,50
The Descent,6.8,7,2005,3354,0,99,1005
Michael Jordan to the Max,7.5,5,2e3,3355,21268532,46,10
Devil's Due,4.4,1,2014,3356,36433975,89,216
Flirting with Disaster,6.3,3,1996,3357,14702438,92,66
The Devil's Rejects,6.6,7,2005,3358,0,107,322
